Date,Open,High,Low,Close,Adj Close,Volume,Open-Close,High-Low,percent_change,vol_shock
2022-08-01,161.00999450683594,163.58999633789062,160.88999938964844,161.50999450683594,160.55130004882812,67829400,-0.0031053972862459273,0.016781633156099717,-0.00615346768692393,0
2022-08-02,160.10000610351562,162.41000366210938,159.6300048828125,160.00999450683594,159.06019592285156,59907000,0.0005622210696324948,0.017415264638610557,-0.009287350944318873,0
2022-08-03,160.83999633789062,166.58999633789062,160.75,166.1300048828125,165.14389038085938,82507500,-0.03288988227659924,0.036329681728713065,0.038247675683253046,1
2022-08-04,166.00999450683594,167.19000244140625,164.42999267578125,165.80999755859375,164.82579040527344,55474100,0.0012047283588937896,0.016785318303012487,-0.0019262464022948844,0
2022-08-05,163.2100067138672,165.85000610351562,163.0,165.35000610351562,164.5968475341797,56697000,-0.013111937391193134,0.017484700021568253,-0.0027742082012610636,0
2022-08-08,166.3699951171875,167.80999755859375,164.1999969482422,164.8699951171875,164.1190185546875,60276900,0.009016048831061345,0.02198538780417565,-0.0029029995077690662,0
2022-08-09,164.02000427246094,165.82000732421875,163.25,164.9199981689453,164.16879272460938,63135500,-0.005487098360205838,0.015742770745597243,0.0003032877615012364,0
2022-08-10,167.67999267578125,169.33999633789062,166.89999389648438,169.24000549316406,168.46913146972656,70170500,-0.009303511960423241,0.014619547816877703,0.026194563256017656,1
2022-08-11,170.05999755859375,170.99000549316406,168.19000244140625,168.49000549316406,167.7225341796875,57149200,0.009231989227147616,0.016647856656838284,-0.0044315763156265175,0
2022-08-12,169.82000732421875,172.1699981689453,169.39999389648438,172.10000610351562,171.31610107421875,68039400,-0.013425972682617561,0.01635185579849318,0.021425606817361276,1
2022-08-15,171.52000427246094,173.38999938964844,171.35000610351562,173.19000244140625,172.401123046875,54091700,-0.009736462962608761,0.01190541706138263,0.006333505515595528,0
2022-08-16,172.77999877929688,173.7100067138672,171.66000366210938,173.02999877929688,172.24185180664062,56377100,-0.0014469267378531543,0.011942228871164303,-0.0009238620004263787,0
2022-08-17,172.77000427246094,176.14999389648438,172.57000732421875,174.5500030517578,173.7549285888672,79542000,-0.010302707271395269,0.020745126153582795,0.00878462857992468,1
2022-08-18,173.75,174.89999389648438,173.1199951171875,174.14999389648438,173.3567352294922,62290100,-0.002302123145233813,0.01028187863621396,-0.0022916594000563784,0
2022-08-19,173.02999877929688,173.74000549316406,171.30999755859375,171.52000427246094,170.7387237548828,70346300,0.008726778694380995,0.014184857680236487,-0.015101864577650947,1
2022-08-22,169.69000244140625,169.86000061035156,167.13999938964844,167.57000732421875,166.80673217773438,69026800,0.012493341308775876,0.01627378982072429,-0.023029365962279114,0
2022-08-23,167.0800018310547,168.7100067138672,166.64999389648438,167.22999572753906,166.46827697753906,54147100,-0.0008977369813297192,0.012361313488330528,-0.0020290719210975805,0
2022-08-24,167.32000732421875,168.11000061035156,166.25,167.52999877929688,166.76690673828125,53841500,-0.0012550289617859092,0.011187973596099625,0.001793954789346408,0
2022-08-25,168.77999877929688,170.13999938964844,168.35000610351562,170.02999877929688,169.25552368164062,51218200,-0.007406090822613095,0.01063257036671668,0.014922700520600518,0
2022-08-26,170.57000732421875,171.0500030517578,163.55999755859375,163.6199951171875,162.87469482421875,78961000,0.040745804705399916,0.04579362683397475,-0.03769925135640162,1
2022-08-29,161.14999389648438,162.89999389648438,159.82000732421875,161.3800048828125,160.64492797851562,73314000,-0.0014273099288844768,0.019271595739683657,-0.013690198638440787,0
2022-08-30,162.1300048828125,162.55999755859375,157.72000122070312,158.91000366210938,158.18617248535156,77906200,0.019860612617821977,0.030687270482060474,-0.015305497248539135,0
2022-08-31,160.30999755859375,160.5800018310547,157.13999938964844,157.22000122070312,156.5038604736328,87991100,0.019275131837995462,0.02189132273620754,-0.010634965719336975,1
2022-09-01,156.63999938964844,158.4199981689453,154.6699981689453,157.9600067138672,157.24050903320312,74229900,-0.008427013083262198,0.024245167417044206,0.004706815210650195,0
2022-09-02,159.75,160.36000061035156,154.97000122070312,155.80999755859375,155.10028076171875,76957800,0.024663552058881065,0.03478092112790384,-0.013611098150736467,0
2022-09-06,156.47000122070312,157.08999633789062,153.69000244140625,154.52999877929688,153.8261260986328,73714800,0.012398558357968244,0.022122414226524657,-0.008215126110989845,0
2022-09-07,154.82000732421875,156.6699981689453,153.61000061035156,155.9600067138672,155.24960327148438,87449600,-0.0073633854522503015,0.019920562114674852,0.00925391798269981,1
2022-09-08,154.63999938964844,156.36000061035156,152.67999267578125,154.4600067138672,153.75645446777344,84923800,0.0011639464335984643,0.024102751579146826,-0.009617850316921195,0
2022-09-09,155.47000122070312,157.82000732421875,154.75,157.3699951171875,156.65318298339844,68028800,-0.012220967913849625,0.019838496440831986,0.01883975318420772,0
2022-09-12,159.58999633789062,164.25999450683594,159.3000030517578,163.42999267578125,162.68556213378906,104956000,-0.02406163560377822,0.03113616672980593,0.038507960517385253,1
2022-09-13,159.89999389648438,160.5399932861328,153.3699951171875,153.83999633789062,153.13925170898438,122656600,0.03789867285746649,0.04674967984100693,-0.05867953721882391,1
2022-09-14,154.7899932861328,157.10000610351562,153.61000061035156,155.30999755859375,154.60255432128906,87965400,-0.003359417888853434,0.022719910678321267,0.009555390377639084,0
2022-09-15,154.64999389648438,155.24000549316406,151.3800048828125,152.3699951171875,151.6759490966797,90481100,0.014742960680767966,0.025498748089879487,-0.018929898188280392,0
2022-09-16,151.2100067138672,151.35000610351562,148.3699951171875,150.6999969482422,150.01356506347656,162278800,0.0033728572381461837,0.020084997535885975,-0.010960151095764759,1
2022-09-19,149.30999755859375,154.55999755859375,149.10000610351562,154.47999572753906,153.77633666992188,81474200,-0.03462593432108556,0.03661965950080121,0.025082938658552933,0
2022-09-20,153.39999389648438,158.0800018310547,153.0800018310547,156.89999389648438,156.18531799316406,107689800,-0.022816167791778596,0.03266265965634233,0.01566544689199456,1
2022-09-21,157.33999633789062,158.74000549316406,153.60000610351562,153.72000122070312,153.01980590820312,101696800,0.02300746918420852,0.03346353636330222,-0.02026764053209118,0
2022-09-22,152.3800048828125,154.47000122070312,150.91000366210938,152.74000549316406,152.0442657470703,86652500,-0.0023625186954707093,0.023590202585672574,-0.006375199842290069,0
2022-09-23,151.19000244140625,151.47000122070312,148.55999755859375,150.42999267578125,149.74478149414062,96029900,0.005026851996510431,0.019588070206864646,-0.015123823060790742,0
2022-09-26,149.66000366210938,153.77000427246094,149.63999938964844,150.77000427246094,150.08323669433594,93339400,-0.007416815336030827,0.02759960504983936,0.0022602646628622214,0
2022-09-27,152.74000549316406,154.72000122070312,149.9499969482422,151.75999450683594,151.06874084472656,84442700,0.006416203686544883,0.03181063267448672,0.0065662280713738586,0
2022-09-28,147.63999938964844,150.63999938964844,144.83999633789062,149.83999633789062,149.157470703125,146691400,-0.014901090201416223,0.04004420877108592,-0.012651543479456517,1
2022-09-29,146.10000610351562,146.72000122070312,140.67999267578125,142.47999572753906,141.8310089111328,128138200,0.02477761960811755,0.04293438199731789,-0.049119065604851575,0
2022-09-30,141.27999877929688,143.10000610351562,138.0,138.1999969482422,137.5704803466797,124925300,0.021800692650529876,0.03695656596750453,-0.030039296095161427,0
2022-10-03,138.2100067138672,143.07000732421875,137.69000244140625,142.4499969482422,141.80113220214844,114311700,-0.030677881690237874,0.0390733153273198,0.030752533240588242,0
2022-10-04,145.02999877929688,146.22000122070312,144.25999450683594,146.10000610351562,145.43450927734375,87830100,-0.007377834470281291,0.013586626843898225,0.02562309044204225,0
2022-10-05,144.07000732421875,147.3800048828125,143.00999450683594,146.39999389648438,145.73313903808594,79471000,-0.01617259980435876,0.03055737741300084,0.0020533044519943644,0
2022-10-06,145.80999755859375,147.5399932861328,145.22000122070312,145.42999267578125,144.76756286621094,68402200,0.0026061647978547907,0.01597570614190947,-0.0066256916744750205,0
2022-10-07,142.5399932861328,143.10000610351562,139.4499969482422,140.08999633789062,139.45188903808594,85925600,0.017188137109871316,0.026174322231273788,-0.03671867294799025,1
2022-10-10,140.4199981689453,141.88999938964844,138.57000732421875,140.4199981689453,139.78038024902344,74899000,0.0,0.023958951359955884,0.0023556416566585803,0
2022-10-11,139.89999389648438,141.35000610351562,138.22000122070312,138.97999572753906,138.34695434570312,77033700,0.006576113002735675,0.02264509372861788,-0.01025496695758199,0
2022-10-12,139.1300048828125,140.36000061035156,138.16000366210938,138.33999633789062,137.70985412597656,70433700,0.005678203961735569,0.015923544368329663,-0.004604974883602009,0
2022-10-13,134.99000549316406,143.58999633789062,134.3699951171875,142.99000549316406,142.33868408203125,113224000,-0.05926364674757438,0.06861651823877887,0.0336129050048255,1
2022-10-14,144.30999755859375,144.52000427246094,138.19000244140625,138.3800048828125,137.7496795654297,88598000,0.041092043351837165,0.04580651074044711,-0.03224001981433555,0
2022-10-17,141.07000732421875,142.89999389648438,140.27000427246094,142.41000366210938,141.76133728027344,85250900,-0.009498803915214484,0.01874947988819432,0.02912269574429982,0
2022-10-18,145.49000549316406,146.6999969482422,140.61000061035156,143.75,143.09523010253906,99136600,0.011959622155941273,0.043311260304782946,0.009409425626236034,1
2022-10-19,141.69000244140625,144.9499969482422,141.5,143.86000061035156,143.20472717285156,61758300,-0.015315111380866003,0.024381603874503093,0.0007652216372282528,0
2022-10-20,143.02000427246094,145.88999938964844,142.64999389648438,143.38999938964844,142.73684692382812,64522000,-0.002587016544081757,0.02271297323374027,-0.003267073673773546,0
2022-10-21,142.8699951171875,147.85000610351562,142.64999389648438,147.27000427246094,146.5991973876953,86548600,-0.03079729338315144,0.036452943775130475,0.027059103837980825,1
2022-10-24,147.19000244140625,150.22999572753906,146.0,149.4499969482422,148.76925659179688,75981900,-0.015354266385963282,0.02897257347629495,0.014802693097965003,0
2022-10-25,150.08999633789062,152.49000549316406,149.36000061035156,152.33999633789062,151.64608764648438,74732300,-0.014991005762533831,0.020956111877489986,0.019337567404898115,0
2022-10-26,150.9600067138672,151.99000549316406,148.0399932861328,149.35000610351562,148.6697235107422,88194300,0.010665080410357903,0.026682061511558143,-0.019627086164182295,1
2022-10-27,148.07000732421875,149.0500030517578,144.1300048828125,144.8000030517578,144.14044189453125,109180200,0.022084177150750273,0.034135835719603325,-0.03046536903791064,1
2022-10-28,148.1999969482422,157.5,147.82000732421875,155.74000549316406,155.03060913085938,164762400,-0.05087725168817089,0.06548499659149513,0.07555250145606562,1
2022-10-31,153.16000366210938,154.24000549316406,151.9199981689453,153.33999633789062,152.6415252685547,97943200,-0.0011751937286338602,0.015271243761066564,-0.015410357458724877,0
2022-11-01,155.0800018310547,155.4499969482422,149.1300048828125,150.64999389648438,149.96377563476562,80379300,0.028565952297294892,0.04237907770737341,-0.0175427318745901,0
2022-11-02,148.9499969482422,152.1699981689453,145.0,145.02999877929688,144.369384765625,93604600,0.026317544473045212,0.0494482632341056,-0.03730498071609045,1
2022-11-03,142.05999755859375,142.8000030517578,138.75,138.8800048828125,138.24742126464844,97918500,0.022384856612922558,0.02918921118384009,-0.04240497792352105,0
2022-11-04,142.08999633789062,142.6699981689453,134.3800048828125,138.3800048828125,137.9781951904297,140814800,0.026110152373118155,0.06169067558348572,-0.003600230288167805,1
2022-11-07,137.11000061035156,139.14999389648438,135.6699981689453,138.9199981689453,138.51661682128906,83374600,-0.013201061560327193,0.025650444272915372,0.003902249364639898,0
2022-11-08,140.41000366210938,141.42999267578125,137.49000549316406,139.5,139.09494018554688,89908500,0.006481045782886379,0.02865653520403039,0.004175078021159573,0
2022-11-09,138.5,138.5500030517578,134.58999633789062,134.8699951171875,134.47837829589844,74917800,0.026209421536552348,0.029422741820465757,-0.03318999915994625,0
2022-11-10,141.24000549316406,146.8699951171875,139.5,146.8699951171875,146.4435272216797,118854000,-0.039861154099827094,0.05283150621639785,0.08897457132383879,1
2022-11-11,145.82000732421875,150.00999450683594,144.3699951171875,149.6999969482422,149.26531982421875,93979700,-0.026608074538061164,0.03906628510356572,0.019268754171310798,0
2022-11-14,148.97000122070312,150.27999877929688,147.42999267578125,148.27999877929688,147.8494415283203,73374100,0.004631821412043842,0.01933125039070699,-0.009485625904429806,0
2022-11-15,152.22000122070312,153.58999633789062,148.55999755859375,150.0399932861328,149.6043243408203,89868300,0.014321428965235182,0.03385836606057419,0.011869399253607638,1
2022-11-16,149.1300048828125,149.8699951171875,147.2899932861328,148.7899932861328,148.3579559326172,64218300,0.0022799677164020158,0.017516477348482516,-0.00833111207633952,0
2022-11-17,146.42999267578125,151.47999572753906,146.14999389648438,150.72000122070312,150.2823486328125,80389400,-0.029297334968940554,0.036469394824811555,0.01297135574741759,1
2022-11-18,152.30999755859375,152.6999969482422,149.97000122070312,151.2899932861328,150.85069274902344,74829600,0.006696896387701282,0.018203612091203948,0.003781794458686649,0
2022-11-21,150.16000366210938,150.3699951171875,147.72000122070312,148.00999450683594,147.58023071289062,58724100,0.014318121356146185,0.017939303239817298,-0.02168020969565021,0
2022-11-22,148.1300048828125,150.4199981689453,146.92999267578125,150.17999267578125,149.74391174316406,51804100,-0.013839112437689588,0.023752846029640663,0.014661159715434469,0
2022-11-23,149.4499969482422,151.8300018310547,149.33999633789062,151.07000732421875,150.63134765625,58301400,-0.01083981538345302,0.01667339998810685,0.0059263196953200925,1
2022-11-25,148.30999755859375,148.8800048828125,147.1199951171875,148.11000061035156,147.67994689941406,35195900,0.00134850617985597,0.011963090157956269,-0.01959360938875554,0
2022-11-28,145.13999938964844,146.63999938964844,143.3800048828125,144.22000122070312,143.80123901367188,69246000,0.006338694865744418,0.02273674428662769,-0.02626425881856731,1
2022-11-29,144.2899932861328,144.80999755859375,140.35000610351562,141.1699981689453,140.7600860595703,83763800,0.021623087271204076,0.03177763634572729,-0.021148266717113118,1
2022-11-30,141.39999389648438,148.72000122070312,140.5500030517578,148.02999877929688,147.6001739501953,111380900,-0.046888296810438136,0.05812876550373816,0.04859389884061516,1
2022-12-01,148.2100067138672,149.1300048828125,146.61000061035156,148.30999755859375,147.8793487548828,71250400,-0.0006746565022401211,0.017188488247526886,0.0018915002472865705,0
2022-12-02,145.9600067138672,148.0,145.64999389648438,147.80999755859375,147.3808135986328,65447400,-0.012674642091194155,0.016134611754160522,-0.0033713168918532155,0
2022-12-05,147.77000427246094,150.9199981689453,145.77000427246094,146.6300048828125,146.20423889160156,68826400,0.007714687397223638,0.035329585961035186,-0.00798317228381984,0
2022-12-06,147.07000732421875,147.3000030517578,141.9199981689453,142.91000366210938,142.4950408935547,64727200,0.028285873767168342,0.03790871584149825,-0.025369986338581674,0
2022-12-07,142.19000244140625,143.3699951171875,140.0,140.94000244140625,140.53076171875,69721100,0.008791054072279807,0.02407139369419643,-0.013784907775671984,0
2022-12-08,142.36000061035156,143.52000427246094,141.10000610351562,142.64999389648438,142.2357940673828,62128300,-0.00203704190003864,0.017150943049356937,0.012132761639400691,0
2022-12-09,142.33999633789062,145.57000732421875,140.89999389648438,142.16000366210938,141.74720764160156,76097000,0.001264526348265307,0.033144170546702184,-0.0034349124103753015,1
2022-12-12,142.6999969482422,144.5,141.05999755859375,144.49000549316406,144.07044982910156,70462700,-0.012543858326578084,0.02438680349457213,0.01638999557563814,0
2022-12-13,149.5,149.97000122070312,144.24000549316406,145.47000122070312,145.047607421875,93886200,0.02695651357389214,0.03972542643733207,0.006782446468835079,1
2022-12-14,145.35000610351562,146.66000366210938,141.16000366210938,143.2100067138672,142.79417419433594,82291200,0.01472307739790784,0.038962877991737595,-0.015535811424151502,0
2022-12-15,141.11000061035156,141.8000030517578,136.02999877929688,136.5,136.10365295410156,98931900,0.03266955276317518,0.04241714566080776,-0.04685431463789913,1
2022-12-16,136.69000244140625,137.64999389648438,133.72999572753906,134.50999450683594,134.1194305419922,160156900,0.0159485543612072,0.029312781680872108,-0.014578794821714758,1
2022-12-19,135.11000061035156,135.1999969482422,131.32000732421875,132.3699951171875,131.98562622070312,79592600,0.02027981260296238,0.029546066156119294,-0.01590959391154889,0
2022-12-20,131.38999938964844,133.25,129.88999938964844,132.3000030517578,131.9158477783203,77432800,-0.006925973562193879,0.02586804701008673,-0.0005287608069164396,0
2022-12-21,132.97999572753906,136.80999755859375,132.75,135.4499969482422,135.05670166015625,85928000,-0.01857423146383519,0.030583785752118644,0.023809477126406797,0
2022-12-22,134.35000610351562,134.55999755859375,130.3000030517578,132.22999572753906,131.84603881835938,77852100,0.01577975645451859,0.032693740652820866,-0.02377261936693542,0
2022-12-23,130.9199981689453,132.4199981689453,129.63999938964844,131.86000061035156,131.4771270751953,63814900,-0.007179975974283369,0.021443989450673,-0.0027981178941416385,0
2022-12-27,131.3800048828125,131.41000366210938,128.72000122070312,130.02999877929688,129.65243530273438,69007800,0.010275582686420166,0.020898092106089835,-0.01387836965405731,0
2022-12-28,129.6699981689453,131.02999877929688,125.87000274658203,126.04000091552734,125.67401885986328,85438400,0.027994118182129483,0.04099464463430277,-0.03068521034551308,1
2022-12-29,127.98999786376953,130.47999572753906,127.7300033569336,129.61000061035156,129.23365783691406,75703700,-0.012657260517390865,0.02152972910304234,0.02832433885189234,0
2022-12-30,128.41000366210938,129.9499969482422,127.43000030517578,129.92999267578125,129.55271911621094,77034200,-0.011836998445008115,0.01977553666351245,0.00246888406699175,0
2023-01-03,130.27999877929688,130.89999389648438,124.16999816894531,125.06999969482422,124.70683288574219,112117500,0.03999078241702125,0.05419985364244148,-0.03740470449409117,1
2023-01-04,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.99309539794922,89113600,0.004176836487084984,0.02862169634351452,0.010314231379827232,0
2023-01-05,127.12999725341797,127.7699966430664,124.76000213623047,125.0199966430664,124.656982421875,80962700,0.01659718914447498,0.024126278096318107,-0.010604653061194957,0
2023-01-06,126.01000213623047,130.2899932861328,124.88999938964844,129.6199951171875,129.24362182617188,87754700,-0.028648463770790493,0.04323800082372293,0.036794101724815675,0
2023-01-09,130.47000122070312,133.41000366210938,129.88999938964844,130.14999389648438,129.77207946777344,70790800,0.002452727226371566,0.027099886742639124,0.004088865910060413,0
2023-01-10,130.25999450683594,131.25999450683594,128.1199951171875,130.72999572753906,130.35040283203125,63896200,-0.003608177802268061,0.02450826966373496,0.004456410743407302,0
2023-01-11,131.25,133.50999450683594,130.4600067138672,133.49000549316406,133.10238647460938,69458900,-0.017066708519345237,0.02337871865711435,0.02111229140844828,0
2023-01-12,133.8800048828125,134.25999450683594,131.44000244140625,133.41000366210938,133.02261352539062,71379600,0.0035106155031479516,0.02145459535187389,-0.0005993095195339082,0
2023-01-13,132.02999877929688,134.9199981689453,131.66000366210938,134.75999450683594,134.3686981201172,57809700,-0.020677086668027318,0.024760704968551782,0.010119112567793076,0
2023-01-17,134.8300018310547,137.2899932861328,134.1300048828125,135.94000244140625,135.54527282714844,63646600,-0.008232593601403496,0.023559146263217912,0.008756366745847899,0
2023-01-18,136.82000732421875,138.61000061035156,135.02999877929688,135.2100067138672,134.81739807128906,69672800,0.011767289315636321,0.026512640623704,-0.005369984658148752,0
2023-01-19,134.0800018310547,136.25,133.77000427246094,135.27000427246094,134.87722778320312,58280400,-0.008875316416729269,0.01853925131442652,0.00044373608175840573,0
2023-01-20,135.27999877929688,138.02000427246094,134.22000122070312,137.8699951171875,137.46966552734375,80223600,-0.019145449151844577,0.028311749494841092,0.01922074933545259,1
2023-01-23,138.1199951171875,143.32000732421875,137.89999389648438,141.11000061035156,140.70025634765625,81760300,-0.02164788299208381,0.03930394247735027,0.02350043960188808,0
2023-01-24,140.30999755859375,143.16000366210938,140.3000030517578,142.52999877929688,142.1161346435547,66435100,-0.01582211716435992,0.02038489342937851,0.010063058343160014,0
2023-01-25,140.88999938964844,142.42999267578125,138.80999755859375,141.86000061035156,141.4480743408203,65799300,-0.006884812441658606,0.02607877804809734,-0.00470075194473818,0
2023-01-26,143.1699981689453,144.25,141.89999389648438,143.9600067138672,143.5419921875,54105100,-0.005517975518792973,0.016561002146553632,0.014803370185255682,0
2023-01-27,143.16000366210938,147.22999572753906,143.0800018310547,145.92999267578125,145.50625610351562,70555800,-0.01934890292549648,0.02900470955671768,0.013684258613779976,1
2023-01-30,144.9600067138672,145.5500030517578,142.85000610351562,143.0,142.58477783203125,64015300,0.01352101699150714,0.01890092287630458,-0.020078070464177533,0
2023-01-31,142.6999969482422,144.33999633789062,142.27999877929688,144.2899932861328,143.8710174560547,65874500,-0.011142231057421273,0.014478476077225688,0.009020932070858745,0
2023-02-01,143.97000122070312,146.61000061035156,141.32000732421875,145.42999267578125,145.00770568847656,77663600,-0.010140942159471037,0.03743272722875269,0.007900751560697472,1
2023-02-02,148.89999389648438,151.17999267578125,148.1699981689453,150.82000732421875,150.38206481933594,118339000,-0.012894650815561301,0.020314466788370365,0.03706260688917107,1
2023-02-03,148.02999877929688,157.3800048828125,147.8300018310547,154.5,154.05137634277344,154357300,-0.04370736522364955,0.06460125098741384,0.024399897209064214,1
2023-02-06,152.57000732421875,153.10000610351562,150.77999877929688,151.72999572753906,151.2894287109375,69858300,0.005505745273346036,0.015386704755281526,-0.01792883024246561,0
2023-02-07,150.63999938964844,155.22999572753906,150.63999938964844,154.64999389648438,154.20094299316406,83322600,-0.026619719351323186,0.030469970502443038,0.019244699473851767,1
2023-02-08,153.8800048828125,154.5800018310547,151.1699981689453,151.9199981689453,151.4788818359375,64120100,0.012737241042849153,0.022557410223015325,-0.017652737376545935,0
2023-02-09,153.77999877929688,154.3300018310547,150.4199981689453,150.8699951171875,150.43191528320312,56007100,0.0189231609130507,0.025993908454365396,-0.006911552556695955,0
2023-02-10,149.4600067138672,151.33999633789062,149.22000122070312,151.00999450683594,150.80140686035156,57450700,-0.010370585597096318,0.014207177991185855,0.0009279472007650558,0
2023-02-13,150.9499969482422,154.25999450683594,150.9199981689453,153.85000610351562,153.6374969482422,62199000,-0.019211720529333922,0.022130906297465707,0.01880677902118011,0
2023-02-14,152.1199951171875,153.77000427246094,150.86000061035156,153.1999969482422,152.98838806152344,61707600,-0.007099670429404727,0.01928943159443219,-0.004224953717818392,0
2023-02-15,153.11000061035156,155.5,152.8800048828125,155.3300018310547,155.11544799804688,65573800,-0.014499387445976104,0.01713759179426905,0.013903426404976438,0
2023-02-16,153.50999450683594,156.3300018310547,153.35000610351562,153.7100067138672,153.49769592285156,68167900,-0.0013029262861601059,0.01943264172762719,-0.010429376798369527,0
2023-02-17,152.35000610351562,153.0,150.85000610351562,152.5500030517578,152.33929443359375,59144100,-0.0013127465719056008,0.014252527739435528,-0.007546702305912589,0
2023-02-21,150.1999969482422,151.3000030517578,148.41000366210938,148.47999572753906,148.27490234375,58867200,0.011451406495672731,0.019473076735637092,-0.026679824600448265,0
2023-02-22,148.8699951171875,149.9499969482422,147.16000366210938,148.91000366210938,148.70431518554688,51011300,-0.0002687482114201795,0.018958910143403167,0.0028960664530148783,0
2023-02-23,150.08999633789062,150.33999633789062,147.24000549316406,149.39999389648438,149.19363403320312,48394200,0.004597258033459336,0.021053998431631995,0.0032905125399556034,0
2023-02-24,147.11000061035156,147.19000244140625,145.72000122070312,146.7100067138672,146.50735473632812,55469600,0.002719012268539335,0.010087847985100587,-0.018005269695533066,1
2023-02-27,147.7100067138672,149.1699981689453,147.4499969482422,147.9199981689453,147.71568298339844,44998500,-0.001421646777695331,0.011664979696858717,0.008247504598905886,0
2023-02-28,147.0500030517578,149.0800018310547,146.8300018310547,147.41000366210938,147.20639038085938,50547000,-0.0024481509886460293,0.015323843710012969,-0.003447772533457294,1
2023-03-01,146.8300018310547,147.22999572753906,145.00999450683594,145.30999755859375,145.10928344726562,55479000,0.010352136848774833,0.015309298012548173,-0.014246021649447993,0
2023-03-02,144.3800048828125,146.7100067138672,143.89999389648438,145.91000366210938,145.70846557617188,52238100,-0.010597026787322206,0.019527539517508373,0.0041291453691869595,0
2023-03-03,148.0399932861328,151.11000061035156,147.3300018310547,151.02999877929688,150.82138061523438,70732300,-0.020197282010037364,0.02565668046099294,0.035090089703815774,1
2023-03-06,153.7899932861328,156.3000030517578,153.4600067138672,153.8300018310547,153.61752319335938,87558000,-0.0002601505082807137,0.018506426519229343,0.01853938339660255,1
2023-03-07,153.6999969482422,154.02999877929688,151.1300048828125,151.60000610351562,151.39060974121094,56182000,0.013662920536255608,0.0191887368675271,-0.014496494188358522,0
2023-03-08,152.80999755859375,153.47000122070312,151.8300018310547,152.8699951171875,152.65884399414062,47204800,-0.0003926284899699997,0.010801550219786658,0.00837723590066819,0
2023-03-09,153.55999755859375,154.5399932861328,150.22999572753906,150.58999633789062,150.38198852539062,53833600,0.019340982468887213,0.02868932757217454,-0.014914625839747453,1
2023-03-10,150.2100067138672,150.94000244140625,147.61000061035156,148.5,148.2948760986328,68572400,0.011384106500471397,0.022559459503322853,-0.0138787196275717,1
2023-03-13,147.80999755859375,153.13999938964844,147.6999969482422,150.47000122070312,150.2621612548828,84457100,-0.017996101116603536,0.03683143232096724,0.013266001486216261,1
2023-03-14,151.27999877929688,153.39999389648438,150.10000610351562,152.58999633789062,152.3792266845703,73695900,-0.008659423381572813,0.021985260884619363,0.01408915464869298,0
2023-03-15,151.19000244140625,153.25,149.9199981689453,152.99000549316406,152.7786865234375,77167900,-0.011905569301484762,0.02221185880286697,0.0026214638237991306,0
